review,sentiment,score
Güzel ürün. Yanında gelen ufak hediye için teşekkür ederim. Küçük bir detay ama gönül almaca :),positive,0.8053379058837891
yani ürün gayet güzel gel gelelim yorum yazmaya geldim daha uygun fiyata düştüğünü gördüm. moralimiz bozuldu birazcık..,neutral,0.8703468441963196
MousePad kaliteli boyutlarıda gayet büyük kaydırmaz ve pürüzsüz bir yüzeye sahip 1 yıldız kırmamın sebebi ise mousepad in köşedeki uçları kalkık duruyor bükülmüş gibihiçbir türlü düz durmuyor ama kullanıma engel değil sadece estetik bir sorun,neutral,0.8784215450286865
Çok kaliteli bir ürün beğendim.,positive,0.565030038356781
"Ürünün üst kumaş kısmı ile alttaki kaymaz taban kısmı birbirine yapıştırma. Bu yapıştırma sırasında bazı ürünlerin zemini düz değil de dalgalı kalmış. Ürün böyle gelirse kullanayım zamanla açılır demeyin, kesinlikle açılmıyor o dalgalanma. Ama her üründe var demiyorum. Normal şekilde de gelebiliyor, bahsettiğim şekilde de olabiliyor. Buna dikkat edin. Onun haricinde malzeme kalitesi ve ölçüsü güzel.",neutral,0.9341567158699036
Fiyatının çok üstünde bir ürün çekinmeden alabilirsiniz. Kargo muhteşem hızlı ve sorunsuzdu. Yanında hediye bardak altlığıyla geldi.,positive,0.9916131496429443
"Çok başarılı. Fiyat performans ürünü. Daha önce 2 tane almıştım. 1 tane daha aldım. Sadece zamanla kenarları iplikleniyor, kenarına dikiş vs yapılsa süper olur",positive,0.9877667427062988
Güzel,neutral,0.9679581522941589
"Ürünü akşam sipariş verdim ve ertesi gün sabah kapımdaydı. Jet hızında geldiği için amazon' a teşekkür ederim. Bir de piyasaya göre uygun fiyata sundukları için. Ürüne gelecek olursak, sd kartı diğer marka modeller ile kıyaslamayın. Gerçekten çok kaliteli bir sd kart. 160 Mb/s gibi okuma hızı ile devasa boyuttaki dosyaları hızlı bir şekilde aktarabilirsiniz. Samsung bu sd karta 10 yıl garanti veriyor (bazı kullanım alanları hariç, bunları inceleyebilirsiniz.) . Su geçirmez, x ray ışınlarına karşı korumalı, yüksek veya düşük sıcaklıklara karşı dayanıklı. Her koşulda çalışabiliyor. Cep telefonunda kullanmak üzere aldım ve alan problemim artık çözüldü. Şuanlık memnunum. Herhangi bir sorun yaşayacağımı zannetmiyorum. Ürün 4K gibi yüksek kalite videolarla da uyumlu. Şahane bir ürün. Hiç diğer markalara bakmayın samsung alın geçin.",positive,0.9956884980201721
Dji Osmo Action 4 için aldım oldu uyarı vermedi. Bundan önce A1 V10 olan bir model almıştım cihaz onda uyarı verdi video yarıda kesilebilir diye kullanamadım.,neutral,0.6421988010406494
"Orinal ve kaliteli, merak etmeyin face değilim, gerçekten güzel",positive,0.9497759342193604
Ürün güzeldi kolay gelsin ile 10 saatte teslim edildi Amazon ve kolay gelsin çok güzel iş birliği yapıyor,positive,0.8685289025306702
bu ne hız gece sipariş ettim öğlen evde idi kartla ilgili bir sıkıntı yok olması gerektiği gibi yorumlarda etkili oldu araç kamerası almıştım ona taktım,positive,0.9497520327568054
Ürün çok hızlı elime ulaştı. Satıcı çok ilgiliydi. Çok kaliteli. Ürün mini ama büyük sd ler için yuvalı kart geliyor.,positive,0.9590766429901123
Doğru ürün iyi satıcı,positive,0.7111497521400452
Dış bahçe kamerası için almıştım bir sorun yaşamadım,neutral,0.927033543586731
Apenas lo instalé en una cámara de vigilancia y espero funcione como se espera,positive,0.5127273797988892
スマホで5年ほど使用してますが問題なく使えてます。気に入ったので買い増しましたw,positive,0.9378677606582642
Very satisfactory product.İ used a 256 GB before the same brand and genre.İ was also happy about it.So i chose the same with a bigger capacity.Very fast delivery . Thanks a lot,positive,0.9929620623588562
Fonctionne bien.,positive,0.5886812806129456
The fastest card available at the moment,positive,0.9941884279251099
"*** ÖNEMLİ UYARI *** Bu ürün yeni nesil termal macun yeni senliler soğukken daha katı ve yoğun ısınınca daha akışkan hale geliyor yorumlara aldanmayın ürünü bilmiyorlar! Dilerseniz kış ayı olduğu için evdeki doğal gaz peteğin üzerinde 15 dk bekletebilirsiniz ben öyle yaptım daha rahat sürebilmem için ama dikkat edin plastik kabı erimesin petek ısısı çok sıcaksa el değemeyecek kadar sıcak olabilir fark etmezsiniz erir aman deyim ve çok sürmedim her köşeye bir damla ortasına da bir damla sürdüm.Ürün kargo paketi düzgün geldi, ürün orijinal, AMD Ryzen 9 5950x çok iyi soğutuyor ve sürekli siyah ekran yiyordum artık yemiyorum bu yüzden işlemcinin hızını 3.40 GHz düşürmüştüm düşürdüğüm halde siyah ekran yiyordum artık bütün çekirdekler 4.80 GHz de çalışıyor.",positive,0.6972309947013855
9800X3D işlemci için kullanıyorum. Performansı gayet iyi. Akışkanlığı tam ideal olmuş. Fiyatına göre alınabilecek en iyi termal macun olduğunu düşünüyorum.,positive,0.9954818487167358
urun guzel ve epey fazla olcude,neutral,0.7517542243003845
