review,sentiment,score
"Gelir gelmez bir balkon, 2 araç yıkadım. Kendi küçük ama işlev mükemmel. Tazyik ve köpük atma mükemmel. Fırça küçük olduğu için araç yıkamada pek faydası olmuyor. Yer yıkama denemesinde yosunlu pis bir alanda denedim güzel temizledi. Tek eksi yönü 92db sesi diyebilirim.",positive,0.7116855978965759
2 günde tam resimlerdeki gibi parçaları aynı fakat kutudan makinanın haznesine kadar çizmiş kargo firmasından kaynaklı olduğunu düşünüyorum ayrıca bugün teslim edildi fakat %5 indirim yapılmış farkı geri yatırılırmı bilmiyorum genel olarak kullandık memnunum,neutral,0.8489419221878052
merhabalar garanti belgesi cıkmadı,negative,0.7833523154258728
Boyutları küçük taşıması kolay araba yıkamada kesinlikle iş görüyor,positive,0.9799383282661438
Çok iyi bir cihaz,positive,0.8190560936927795
Harika bir ürün. Bir o kadar da harika olan Amazon a teşekkür ederim. Bu kadar ozenli kargo yapan başka bir e ticaret sitesi yok.,positive,0.992182195186615
Güzel,neutral,0.9679581522941589
"14 sene yıkama işletmiş bir kardeşiniz olarak yorumuma başlıyorum. Öncelikle basınç olarak klasik yıkamacılardaki basıncı beklemeyin( aslında çok yakın tutulursa boyayı bile kaldırabilecek basınç oluyor) . Önce arabamın tozunu çamurunu attım. Gerçekten uygun nozül kullandığınız da bu makine bile kirlerin kabasını rahatlıkla aldı. Ardından köpük ilacını koydum ve çalıştırdım. Lakin istediğim köpük yoğunluğunu alamadım. Çünkü hazneye hava ile birlikte su da girdiği için çok kısa sürede hazinedeki köpük bitti. Bosch kendi verdiği köpük kapı efektif olmadığını gördüm. Şimdi Bosch a uyan 1 litrelik tepesinde köpük ayarı yapılabilen hazne alıp deneyeceğim. Genel olarak bir yıkamanın 300-500 olduğu yerde kendim yıkayabilirim diyorsanız fiyat performans ürünü diyebilirim. Sert zemin temizleme ve halı yıkama aparatını henüz denemedim.Artıları:Kolay kurulumBoyaya zarar vermeyecek basınç üretiyor.Bir çok aparat yanında hediyeEksileri:Köpük atma aparatı kullanışlı değil. Çok çabuk şampuanı tüketiyorCihaza su girişi plastik dikkatli hortumu bağlamak gerekiyor.Cihazın tabanca ile olan kısmındaki hortum kısa( 2 mt) Ek 6 mt hortum alarak o işi çözdüm 8mt toplamda gayet yeterliSonuç olarak önce ıslatıp sonra sünger geçip az su ile gayet başarılı bir şekilde durulama yapabiliyorsunuz. Tavsiye edermiyim?Evet 10 yıkamada kendi parasını çıkarır. Ondan sonra kendi yıkamaya müsait olan yeriniz varsa paranız cebinizde kalır . Kesinlikle fiyat performans ürünü diyebilirim . Bu işi daha önce profesyonel olarak yapmış bir kişi olarak beğendim .Güncelleme ;Yaklaşık 6 aydır kullanıyorum , hiç bir şekilde arıza vermedi. Kullandıkça başlıkların da fonksiyelliğini daha çok keşfettim ( sert zemin aparatı ile halı yıkadım mükemmel sonuç aldık). su hortumunu makineye bağladığım yer plastik dikkatli olun demiştim. Ara aparat alarak sökmesi takması çok kolay zahmetsiz çözüme kavuşturdum.Kesinlikle fiyat performans ürünü . Yazlık evin duvarlarını pencerelerini kilitli parke taşlarını bile yıkıyorum. Yani tek makine ile bir sürü iş yapıyorum. Beklentinizi çok yüksek tutmadan Alın aldırın pişman olmayacaksınız.",neutral,0.871854305267334
Mycket bra men låter rätt högt,positive,0.8556484580039978
Super produkt . Czyści bez problemów płyty betonowe. Małe rozmiary to zaleta też niewątpliwie duży plus bo łatwo go schować.,positive,0.9964053630828857
Nog niet gebruikt,neutral,0.7880597710609436
"Es una maquina muy potente y viene con los utensilios para limpiar la terraza. El espumador funciona de maravilla y produce muchísima espuma, incluso puedes echarle lejía con detergente y el resultado es espectacular. La maquina tiene mucha fuerza y muchos utensilios. Es muy ligera y la puedes mover sin problemas, para limpiar persianas, azotes, coche y moto, etc..",positive,0.9961417317390442
I needed a small machine to clean my sofa and indoor walls.This was the perfect choice.,positive,0.9955750703811646
İYİ TOPRAK,neutral,0.7114145755767822
Guzel annem begendi,neutral,0.5629940032958984
"Hızlı ve iyi paketlenmiş şekilde elime ulaştı. Güzel, kaliteli ürün !",positive,0.9268243908882141
Çok iyi,neutral,0.6831803321838379
Hızlı sevkiyat çok güzel ürün. Çok teşekkür ederim...,positive,0.9494414925575256
Daha önce bu ürünü Hindistan cevizi torfu ile karıştırıp kullanmıştım. Çiçek büyüyünce saksıyı büyütüp sadece bu toprağı ekledim. Herhangi bir sıkıntı gözükmüyor. Sineklenme/böceklenme yapmamıştı. Memnun olduğum için bir daha aldım.,positive,0.9957625269889832
"Toprağın içinde yüksek oranda küçük beyaz taşlar ve perlit var, şimdiye kadar böylesine denk gelmemiştim. Elimdeki toprakla karıştırarak kullandım. Genel kullanıma yönelik diye satılmamalı, lavanta, gibi çok süzek ve humusu düşük toprak seven bitkilere olur ancak.",neutral,0.6739388704299927
"Ürün bana ulaşmadı,para iadesi de yapılmadı.",negative,0.9833093285560608
Efsane güzel üflüyor kısa zamanda bozulmazsa 🧿,positive,0.9545456171035767
Tek eleştirim başlığının mıknatısı çok iyi değil. Ancak iş görüyor. Şarjı en üst üfleme seviyesinde bile olsa fena gitmiyor,neutral,0.87494957447052
"Başarılı, her türlü işte lazım oluyor",positive,0.8905326128005981
"urun beklenenden cok geç elime ulaştı ancak araştırmalarım sonucu satıcı kaynaklı olmadıgını bizim burada kargo firmasında uzun sure bekledigini ogrendim.. Yani problem yaşanır mı yaşanmaz mı bilmiyorum ancak satıcı inanılmaz ilgili ve yardımcı oldu cok hızlı cevap vererek.. Çok kotu bir alısveris deneyimini ancak bu kadar temiz yardımcı olabilirdi.. Kendisine tekrar teşekkür ediyorum..ürün skıntısız ve coook iyi.. araba kurulamayı falan denemeyin onlar daha buyuk motorluları icin..filtre temizligi , klavye temizligi, bilgisayar temizligi gibi bir çok elektroniginizin omrugunu uzatıcagina eminim.. her eve lazım..",positive,0.9848412871360779
