review,sentiment,score
"Her defasında bu mamadan sipariş ediyoruz ilk defa sizden sipariş edelim dedik paketleri 1er kiloluk görünce çok mutlu olduk güzel düşünülmüş çok teşekkür ederiz , mamalar artık daha taze kalacak ❤️",positive,0.938075840473175
Çok hızlı kargolama oldu teşekkürler. 15 tane 1er kilo garip bir şekilde hoşuma gitti. Kullanım açısından daha kolay olabilir gibime geldi. İnşallah severek yerler.,positive,0.8981517553329468
12 kg olan ürün 1 kg olarak geldi teşekkür ederimAynı şekilde gelmesini bekliyorum,neutral,0.5015605092048645
"2 yıl aralıksız bu mamayı kullaniyordum hep 2 kglik olanını sipariş veriyordum bu kez 12 kg verdim. Ilk dikkatimi çeken şey kokusu,rengi ve şekli oldu. Hepsi farklıydı ve kedim başta çok istekli yemedi yaklaşık 1 ay oldu yiyor ve su gibi ishaldi probiyotiklerle bi tık katislasti ama ishal hâlâ. 2 kglik olanı sipariş geçeyim dedim ama firma değişmiş sanırım ve içerikte öyle. O yüzden felicia maceramız bu sebeple sonlanmaktadir.",neutral,0.6353540420532227
Patili dostumuzun en sevdiği mama 👌👌👌,positive,0.9082744717597961
Çok teşekkür ediyorum birer kiloluk gelmesi çok kullanışlı oldu çok memnun kaldım,positive,0.8899832963943481
Tarihinde ve paketlemesinde sorun yok rahatlıkla alabilirsiniz.,positive,0.9182575941085815
Kedilerim severek yiyiyorlar,neutral,0.5133358240127563
Üründe sorun yok kargoda sorun yaşadım Amazon müşteri temsilcisi Banu hanımın sayesinde sorun çözüldü çok teşekkür ediyorum Banu hanım saygılar,positive,0.5970269441604614
sokak kedilerine bakıyorum bi kaç marka denedim hiç yemediler değil ama buna bayıldılar. aklında soru işareti olan hayvansever dostlar için yazıyorum,neutral,0.7024240493774414
Dışardaki canlarım çok severek yiyor arada evdeki beş kedimede veriyorum,positive,0.7955217361450195
"Son kullanma tarihi 2026'nın 10. ayınaydı ve bence gayet uygun. Ama paketin olduğu gibi, hiçbir koruma olmadan gönderilmesine epey şaşırdım, her ne kadar sıkıntı olmasa da. Arıca bir kere açtığınızda bir daha kapatamıyorsunuz paketi yani ayrı kaplara bölüştürmek zorundasınız. Mamanın boyutu bana biraz büyük geldi, yetişkin kediler yemekte sorun yaşamadı ama yavru kediler yiyebilir mi emin değilim. Ayrıca verdiğim her kedi yedi, tadında sorun yok gibi görünüyor.",neutral,0.7932605147361755
Gayet güzel,neutral,0.7193214893341064
Kediler yiyor kargo zamanında geldi,neutral,0.5727266669273376
"Çok güzel, kedilerimiz severek yiyor",positive,0.8286848068237305
İçerik çok sağlıklı olamasa da bahçedeki canlarıma ara ara alıyorum.,neutral,0.8159321546554565
Evin her yerinde kum görmek istemiyorsanız oldukça iyi bir ürün. Rahatsız edici kokusu yok.,positive,0.9037629961967468
iyi paketleme tşk.ler,positive,0.5257741808891296
Daha ince kedim için proline pudra kokulu kullanıyordum yorumlara güvenerek bu üründen sipariş verdim iyiki de sipariş verdim kesinlikle koku yok tavsiye ederim pişman olmazsiniz,positive,0.9433942437171936
Ürün sağlam geldi everclean ile karıştırıyordum çok kedi olduğundan ancak eski kalitesi yok son alışım başka markaya (proline) geçeceğim,neutral,0.48113617300987244
"Ben burunu uzun suredir bilirim ve zaman zaman kullanmisimdir. Makul bir maliyetle temin edebildigim bir sefer daha fazla sayida aldim, ve bir kac aydir kullaniyoruz. Gri olmaszamqn zaman etrafa gri camurlar seklinde sacilmasini sevmedigimi fark ettim. Bi de gec kuruyor. Bugun beyaz bentoit aldim kedisler onubde kuyruga girdi. Ve daha topaklandigini kurudugu fark ettim. Piyasada oerformansi yuksek daha guzel urunler aybi fiyata varmis!",positive,0.8563239574432373
"Şimdiye kadar kullandığım en güzel kum, tavsiye ederim",positive,0.9639384746551514
"Aşırı tozutuyor, öyle böyle değil. Temizlerken bile ortalık toz duman oluyor, genzim yanmaya başlıyor sonrasında. Kapalı tuvalet varsa özellikle, kediniz dışkısını kapatmaya çalışırken nasıl bir toza maruz kalıyordur siz düşünün artık. Everclean kullanıyorduk hep, fiyatları arşa çıkınca alternatif arayışına girmiştik ve bu ürünün olumlu yorumlarını görünce deneyelim demiştik. Sanırım olumlu yorum yazanlar daha önce Everclean kullanmamış, kötünün iyisi diyerek bunu alıyor. Fakat tamamen zarar kedinize. İki paket almıştık ama bitmesini bekleyeceğimizi sanmıyorum.",negative,0.8584039211273193
Paketleme mükemmel ürün zamanında geldi teşekkür ederim. Daha önce kullandığım için üründen memnunum.,positive,0.800987184047699
Cok tesekkurler,positive,0.5122230052947998
Son kullanma tarihi nedir gelecek mamanın ?,neutral,0.8714943528175354
Kaliteli sorunsuz geldi,neutral,0.5417045950889587
Sorun yaşanmadan elime ulaştı. Fiyatı uygun görülürse alınabilir.,positive,0.6972702145576477
"Malesef ürün orjinal değil, mamanın şekli farklı ve bir agır kokusu var, köpeğim üst üste kusunca farkettik ki mamanın şekli farklı.",negative,0.9567181468009949
"Bizim pasa buna bayiliyor, sokal kopekleri icin de aliyorum onlar da affetmiyor.",neutral,0.5726944804191589
Köpeğimi kaybettim maması öylece kalakaldı. Ama bu mamayı çok severdi. İçim yanıyor.,neutral,0.7099266052246094
Sürekli bu mamadan alıyorum yeni paketinde geliştirilmiş ürün olarak yazıyor ama eski paketinde geldi,neutral,0.5850116014480591
I received the package opened!,negative,0.5925992727279663
Cela fait plusieurs années que je fais confiances à Pro Plan pour mes loulous...En à plus à un prix très compétitif...,positive,0.9194802045822144
This product is amazing. It's the only food my husky can eat without getting an upset tummy! 5 stars!,positive,0.973361074924469
"I got this for my dog because he has a sensitive stomach and I wanted to try something at a lower price point than the more premium kibble I was using before. I guess you get what you pay for. My dog really didn't get excited about the taste, and his stools were really small and hard, as if he was dehydrated or something. At some point after eating this a few weeks, he started vomiting frequently as well. I can't say for sure that this vomiting was due to the food versus something random he might have accidentally eaten, but at the very least, HE associated it with the food and basically refused it eat it anymore. As soon as I switched to another food, he started eating happily again, and the vomiting went away. Again, it could be coincidence, but even just based on the effect this food had on his taste buds and his stools, I would avoid it.",negative,0.546149492263794
"Après avoir chercher des croquettes, afin que mon chien les digère.Je me suis arrêté sur celle la. Super bonne digestion.",positive,0.779476523399353
Kedim bayılıyor,positive,0.4880504906177521
"Kokusu çok güzen ben beğendim ama kedim sevmedi. Sağlıklı atıştırmalıkları sevmiyor, ucuzcu",neutral,0.7556471228599548
"Aynı ürünü Amazon'dan (satıcı olarak) üç kez sipariş ettim ve her zaman Amazon ambalajında ​​herhangi bir delik veya sorun olmadan geliyor. Son kullanım tarihi her zaman geç ve orijinal. Kedim bu GimCat atıştırmalıklarına bayılıyor. Diş versiyonunun dişleri için herhangi bir avantajı olup olmadığından emin değilim, ancak bu türün dişleri için daha az zararlı olduğunu varsayıyorum.",positive,0.7884951829910278
"Malum diş ile ilgili ödül mamaları sadece kedi mamayı çiğniyorsa dişteki tartarı (biraz) temizlemede etkili. Büyük kedim uzuuun boylu bir tam tekir, o genelde hiç çiğnemeden yutuyordu. 2 kız kardeş kedilerim de var, onlar daha minyon. Çiğniyor onlar, tadını seviyorlar da. Onlar için tekrardan alacağım.",positive,0.6157339215278625
Benim kedim bu markanın tüm ürünlerini zevkle yiyor. Tavsiye ederim.,positive,0.9443858861923218
Başka marka yemiyor gerçekten gimcat kaliteli,positive,0.827787458896637
orjinal ileri tarihli görseldeki ile birebir aynı ürün teşekkürler,positive,0.8259537816047668
Sokakta baktığım kedi için aldım ama pek sevmedi,neutral,0.671054482460022
"I miei gatti lo apprezzano molto e hanno i gusti molto difficili. È passato troppo poco tempo per notare miglioramenti o meno per la bocca, comunque sembra un prodotto discreto.",neutral,0.8367906808853149
Me han gustado y lo que es mejor al gato también que es muy especial. Parece que si ayudan a limpiarle los dientes.,positive,0.7794703841209412
der Kater mag die Snacks besonders gern aml Belohnung,positive,0.7640299201011658
"Kam einwandfrei an, da jede Tüte einzeln verpackt war 😂 ich kann es mir nicht erklären was schief gelaufen ist aber umweltfreundlich ist es definitiv nicht. Muss doch beim einpacken aufgefallen sein oder nicht?Zum Produkt: meine Katzen mögen es auf Anhieb und es gut dass kein Zucker enthalten ist wie bei diversen Marken.",positive,0.8384081721305847
( Sapore ho messo 5 stelle... ma non li ho assaggiati ;) )Il gattone li divora,neutral,0.565037727355957
Dehşet Beğendik kızım kedi Pakize ile ortalıkta fıldır fıldır kaçıyor bu oyuncak Bizim kızımız da peşinde emeğinize sağlık,positive,0.8878464102745056
