review,sentiment,score
Güzel,neutral,0.9679581522941589
sade - takılması kolay. işinizi görür.,positive,0.6059562563896179
İş görür,neutral,0.9158753156661987
F/p ürünü iş görür,neutral,0.8909785747528076
Çok uygundu fiyat performans2 aracım var megane 4 ve corsa d2 sinede taktım 1.5 yıl oldu maşallah taş gibi daha,positive,0.9677116870880127
"Fiyatı çok uygun ama ürün dönüşümlü plastikten yapılmış, mat ve kalitesi tartışılır.",neutral,0.7025836706161499
Her şey olması gerektiği gibi. Kalite/ fiyat/ sevkiyat / hız. Teşekkür ederim.,positive,0.9847806692123413
Olumsuz bir deneyim yaşamadım.,neutral,0.6017640829086304
Ürünün kullanımı için kapağını açın.Üst hazne dolana dek sıkın.Ters çevirip su haznesine boşaltın.Güzel köpürüyor ve böcekleri güzel temizliyor. Kokusuda gayet hoş.,positive,0.9831414222717285
teşekürler.,positive,0.8759115934371948
5 litre içme suyuna söylenilen oranda kattım ve ön camı tertemiz yaptı. Diğer cam suyu markalarında bu etkiyi görmemiştim. Tavsiye ederim.,positive,0.9966270923614502
Ürünü yaklaşık 2 haftadır kullanıyorum camı çok iyi ve net bir şekilde temizliyor ve silikon su bir tabaka bırakıyor.,positive,0.9875485897064209
Ürün kapağı açılmış şekilde geldi,negative,0.852925181388855
Urun guzel kokusu da hoş ama ust ölçü kismi patlak cikti hafif sizdirmis bu sekilde kullandim iade etmedim,neutral,0.7224808931350708
2 sene önce süresi geçmiş ürün gönderdildi. Fotograf yüklenmiyor,negative,0.9840827584266663
👎,negative,0.8686984181404114
Very Good Product and value for the money,positive,0.9691324830055237
"easy to measure the dilution quantity within the bottle itself. No regrets, go for it. Best in Amazon.",positive,0.9902015328407288
It does clean perfectly your windshield.,positive,0.9895650148391724
good product for a price,positive,0.8785790801048279
Great product from michelin.Worth buying,positive,0.9743024706840515
"Fiyat performans değil gerçekten kaliteli ,büyüklüğüde uygun",positive,0.9157891273498535
Nefis..,negative,0.5783544778823853
İyi,neutral,0.9261172413825989
"Memnun kaldım, arabam için almıştım ki görevini layıkıyla yerine getiriyor. Sadece biraz daha büyük olabilirdi. Bu boyutu ile biraz zaman kaybettirebiliyor.",positive,0.9719080924987793
Kaliteli ürün.,neutral,0.7475099563598633
Kaliteli sünger,neutral,0.6108183860778809
"Ürünü aldım daha kullanmadım, satıcı firmaya da teşekkür ederim yanında hediye de göndermiş.",neutral,0.6594893336296082
Ürün çok kaliteli arabama zarar vermiyorYalnız biraz küçük bi tık daha büyük olabilirmişOna göre alın,positive,0.6959853768348694
Kaporta cam farketmezsiniz siliyorum ve yıkandıkça daha iyi oluyor bez . Ben memnunum,positive,0.9080626368522644
Fotoğrafta görünenle alakasınolmayan silerken ardında iz bırakan normal bezin daha iyi olduğu kesin,negative,0.9736993908882141
Miclo cam yer mop ve diğer tüm bezlerini yıllardır kullanıyorum . Yeni nesil güderi bezinide denemek istedim . Dün hızlı teslim oldu. Hemen denedik leke bırakmıyor efsane parlatıyor. Fiyat performans ürünü Miclo kalitesi kesinlikle öneriyorum yine çok başarılı . Arabaların vazgeçilmezi olacak bir ürün olmuş. Boyu çok büyük leke tutmuyor . Ev içinde kullanılabilir cam ve aynalarda yine alacağım . Teşekkürler Miclo,positive,0.9966645836830139
İdare eder bir kaç kullanımdan sonra iz bırakıyor öyle büyük beklentiniz olmasın.,neutral,0.9750531911849976
Mikrofiber bezler hikaye.. Su çekmesi kuvvetli iz kesinlikle bırakmıyor. Kaporta ve camlar da etkili.. saç şampuanı ve ılık/sıcak suda yıkanınca yenileniyor.. Kurulamada bir tur avantajı var. İlk turda suyu çek sık ikinci turda detaya geçiyor. Tavsiye ederim . Ben memnun kaldım.,positive,0.9962397813796997
Son derece kaliteli ve emici.Tüm arabayı bezi sadece bir kere sıkarak kuruladım.İki adet almıştım.Tekrar sipariş edeceğim.,positive,0.9961687922477722
"İlan başlığında belirtilen ""Premium Ultra KALIN"" ifadesi ve ürün görselindeki dolgun bez görüntüsü kesinlikle gerçeği yansıtmamaktadır.Gele gele incecik bir bez geldi, haliyle İADE ettim, para kolay kazanılmıyor!",negative,0.9957059025764465
İyi siliyor,neutral,0.9527971148490906
Benzer işlev “vaat” eden ve araç temizlik alanında “uzman” üreticilerin bu ürüne göre en az 3 kat fiyata sattıkları ürünler çok daha etkisiz. 10 yıllık aracımın koltukları ilk zamanlarına döndü neredeyse. Fiyatına göre oldukça şaşırtıcı. Suni deri kısımlarda da bir problem yaratmadı. Ama denk getirmemeye özen gösterip geldiğinde ise hızlıca sildim. Tavsiye edilir kesinlikle.,positive,0.9959569573402405
"koltuklarımda tuzlu su lekeleri ve çamurlu köpek patileri vardı. halı yıkama makinesi ile beraber araba koltuğu temizliğinde kullandım. kokusu güzel, uygulaması kolay ve koltuklarım ilk günkü haline döndü, ben de şaşırdım. 4 yıldız çünkü paspasta biryerde çamur lekesi vardı, onu söküp atmamış, onu da söker diye düşünmüştüm.",positive,0.9954224228858948
Lekeleri çıkardı işe yarıyor,positive,0.5981737971305847
"Ürün güzel, sigara kokusu sinmesine bile izin vermiyor",positive,0.9320186972618103
"üreticinin deride kullanmayın uyarısı var. deri ""koltuk""ta kullanmayın.",negative,0.6566431522369385
"Koltuktaki yağ lekesi için almıştım, maalesef onu çıkarmadı.",negative,0.6321631073951721
I have cleaned almost 20 bags and ordered thrice it will give u 100% new look but all kind of dirt and a little will be restored it is good product and the quality is very good and it works and if u have hard case bags it will give complete shine and cleaning,positive,0.9810568690299988
Good,positive,0.4953068494796753
Worth to buy,positive,0.7772967219352722
Was not familiar with this product but reviews convinced me to try it. It worked very well. I even tried it on an old tapestry fire screen. The results were amazing.,positive,0.9863801598548889
Medya yüklenemedi. Like,negative,0.8261653780937195
"Beklenildiği fiyat performans ürünü, işinizi görecektir.",positive,0.7688581347465515
